feature,density,fire_count,mean_activation_when_active,dead
236,0.0020529550768772753,331,1.4353952022477579,False
237,0.0015195588937611253,245,2.0078809519203342,False
238,0.04195223003020511,6764,0.7625254442676294,False
239,0.0015691771433533252,253,1.349040630777834,False
240,0.0003411254659463751,55,1.496014655720104,False
241,0.0004155528403346751,67,8.029753432345034,False
242,0.0019785277024889753,319,1.944907635356939,False
243,0.0025925535411924507,418,1.1429715304853814,False
244,0.005495221142336151,886,0.7923377512809117,False
245,0.00021087756076685005,34,3.5182891803629257,False
246,0.009433669703717028,1521,0.6549231894779645,False
247,0.0008311056806693502,134,2.207513214936897,False
248,0.00011164106158245002,18,1.5336573057704501,False
249,0.011548647592584553,1862,0.8988273079746135,False
250,0.0017428410169260254,281,0.9860254284325868,False
251,0.006109246981039627,985,1.1559373774504298,False
252,0.014265246757757503,2300,0.8330952287756879,False
253,0.0021707984196587503,350,2.8533054770742146,False
254,0.00016125931117465003,26,3.031872868537903,False
255,0.0019475162964938504,314,1.2800642138074159,False
256,0.012137864306491927,1957,1.1049110946694258,False
257,0.0015257611749601504,246,1.1415194592824796,False
258,0.0024871147608090255,401,1.689829895918506,False
259,0.0026731831967797756,431,1.4315576561642358,False
260,0.0021583938572607006,348,4.9814738778547305,False
261,0.0017676501417221253,285,1.29044548168517,False
262,0.0034174569406627757,551,0.9341055252158273,False
263,0.0005085870583200501,82,9.436138376957032,False
264,0.0022266189504499753,359,1.5231124577748079,False
265,0.0009303421798537502,150,4.047856691678365,False
266,0.023395004682722306,3772,0.6669966342719716,False
267,0.0015691771433533252,253,3.0606529627864067,False
268,0.0013024790517952502,210,1.8663562343234108,False
269,0.0030391177875222506,490,1.6849242181194073,False
270,0.005817739764685451,938,2.6954013472681106,False
271,0.0014513338005718503,234,3.0286069237268887,False
272,0.022737562875625655,3666,0.7113862825883781,False
273,0.005985201357059126,965,1.5433136460694625,False
274,0.0011226128970235252,181,1.3992522026293843,False
275,0.0006388349634995752,103,1.713267291633828,False
276,0.0024126873864207254,389,0.913250043643471,False
277,0.0003287209035483251,53,1.826626919350534,False
278,0.009067735112974552,1462,1.4940179798410627,False
279,0.0014079178321786752,227,1.1433220319285793,False
280,0.003926043998982826,633,1.4501357607743564,False
281,0.0015195588937611253,245,1.0624893300387324,False
282,0.00014885474877660004,24,1.6332169622182846,False
283,0.0019351117340958004,312,1.708664058874815,False
284,0.0019785277024889753,319,3.2701925185033147,False
285,0.00033492318474735006,54,6.177505989869435,False
286,0.003008106381527126,485,1.0962273676370837,False
287,0.0024002828240226757,387,1.2991985325973472,False
288,0.0011412197406206002,184,2.600452855877254,False
289,0.0013582995825864753,219,1.7335880869599782,False
290,0.00018606843597075004,30,1.7010677576065063,False
291,0.0007504760250820251,121,1.3181783207191908,False
292,0.0021273824512655754,343,1.1920394390039473,False
293,0.004447035619700926,717,0.9393745020676191,False
294,0.0006450372446986001,104,2.48048289005573,False
295,8.683193678635003e-05,14,1.1697228806359428,False
296,0.0020653596392753255,333,5.660240085991295,False
297,0.02321513852795058,3743,0.897836931465846,False
298,0.0014327269569747753,231,1.6177511328742618,False
299,0.0024871147608090255,401,2.7517210254050846,False
300,0.0031321520055076256,505,1.0567023857985394,False
301,0.0004217551215337001,68,5.412332380519194,False
302,0.0009861627106449752,159,1.5284693376073297,False
303,0.0009613535858488752,155,9.08829421151069,False
304,0.006791497912932377,1095,0.7686937832941203,False
305,0.0019165048904987254,309,1.6189628723755622,False
306,0.0008311056806693502,134,1.3469936812101906,False
307,0.0013396927389894002,216,2.04991986795708,False
308,0.0006512395258976251,105,1.7655733165286835,False
309,0.0065620135085684515,1058,1.207011654606839,False
310,0.0008311056806693502,134,1.4201910477965625,False
311,0.0003907437155385751,63,7.783954135955326,False
312,0.0009923649918440003,160,1.9099185451865197,False
313,0.0008807239302615502,142,2.0147304492937006,False
314,7.442737438830002e-05,12,1.8898156483968098,False
315,0.0022266189504499753,359,1.1175263997239986,False
316,0.003411254659463751,550,1.3398082926056603,False
317,0.0013396927389894002,216,2.997999925856237,False
318,4.961824959220001e-05,8,1.924946516752243,False
319,0.0025491375727992754,411,1.542545980780664,False
320,0.0013210858953923252,213,1.5478795369466145,False
321,0.0023816759804256007,384,4.5200930542002125,False
322,0.0004899802147229751,79,1.2941571760781203,False
323,0.0031569611303037255,509,3.5358037194474976,False
324,9.923649918440002e-05,16,2.868975952267647,False
325,0.0015505702997562505,250,1.241869604587555,False
326,0.004329192276919451,698,0.7691375339953469,False
327,0.0008497125242664252,137,1.6236198748985347,False
328,0.0029150721635417508,470,1.700093455010272,False
329,0.009948459043236102,1604,0.9038564296731925,False
330,0.0017428410169260254,281,1.1306699425300246,False
331,0.0005333961831161502,86,2.0372002776279006,False
332,0.0007132623378878751,115,2.145327217682548,False
333,0.00028530493515515004,46,2.555438865786013,False
334,0.0022948440436392505,370,0.8546206435641727,False
335,0.0029088698823427255,469,2.4887665563554906,False
336,0.0004651710899268751,75,1.199106518427531,False
